,train_loss,test_loss
150,-0.10940890414021795,-0.14768128967822627
151,-0.10898668257411756,-0.14743468743808338
152,-0.10875077253568284,-0.14731556246422595
153,-0.10852529674543186,-0.14718185053950003
154,-0.10797115647015117,-0.14693248570070339
155,-0.10777274092793718,-0.14683828861119672
156,-0.10743577060936009,-0.14664697059236306
157,-0.10722900623532325,-0.14646586451407845
158,-0.10707664184615102,-0.14633618361851664
159,-0.10685460591793865,-0.1462077066569985
160,-0.10645006380944082,-0.1460304058702448
161,-0.10623234204153519,-0.14587794697255305
162,-0.10596696385163645,-0.14568281291277738
163,-0.10562297048139722,-0.1455108760821647
164,-0.10532434029179204,-0.1453947824422387
165,-0.10492361786343289,-0.14520876388307943
166,-0.10462885035224187,-0.14502215410630945
167,-0.10442506002559257,-0.14488448639829715
168,-0.10437195715537169,-0.14485320561198375
169,-0.1040638601787811,-0.1447443893233753
170,-0.10373991833767521,-0.1445138467034222
171,-0.1032587604686468,-0.1443110698123514
172,-0.10308320567623101,-0.14421741019339995
173,-0.10285269192136934,-0.1441721659220621
174,-0.10262730212766934,-0.14408293506048564
175,-0.10220037225040361,-0.14387381601686333
176,-0.10188502289801497,-0.14372981690571063
177,-0.10159942118588097,-0.14356283555361704
178,-0.10139879839885889,-0.14339341408520276
179,-0.10114674967435973,-0.14335707032625924
180,-0.10079204973352536,-0.14319872075128237
181,-0.10052481545140163,-0.14302872956407955
182,-0.10023333014190577,-0.14287274485954563
183,-0.09987996314761136,-0.1427503843129458
184,-0.09953947413682396,-0.14259629150476621
185,-0.09902560174653262,-0.14232605130960505
186,-0.09867485764704263,-0.14223569175986261
187,-0.09845639057569532,-0.1421187919141038
188,-0.09826790763511778,-0.14204229910468585
189,-0.09796471962831144,-0.1418976227806336
190,-0.09776492097490276,-0.14181374512578704
191,-0.09746917883613415,-0.1417453573723417
192,-0.0970543171415205,-0.1415685295596766
193,-0.09686334746734425,-0.14147453670898094
194,-0.09668248238790636,-0.14136402201341802
195,-0.09655112982268658,-0.14129895582800392
196,-0.09625022789086006,-0.14118615150787578
197,-0.09596218244340281,-0.14108359137653004
198,-0.09590738114130036,-0.1410391748098472
199,-0.09576313625981507,-0.14095470593738993
200,-0.09538914442604755,-0.14077034278754072
201,-0.09513964693256036,-0.14064195182131142
202,-0.09487082171424378,-0.14054188555334185
203,-0.09474906493083585,-0.1404984149348362
204,-0.09438784358488662,-0.14020655767394438
205,-0.09406752793167976,-0.14009826810648005
206,-0.09363027846829823,-0.13996256754069986
207,-0.09346712151197989,-0.1399243426348131
208,-0.0931095263539297,-0.13972464007531812
209,-0.09289244239377706,-0.13965536012075114
210,-0.09252627624614736,-0.13951513405289603
211,-0.09236981985442504,-0.13941862584000198
212,-0.09210863399638586,-0.1392801841743902
213,-0.09190993179900198,-0.1391796126840987
214,-0.09160753209391281,-0.13916754109542862
215,-0.09149277686302928,-0.13907578412224264
216,-0.09125506806340354,-0.13900310735376672
217,-0.09093059591023336,-0.13887106158776197
218,-0.09081471555780803,-0.1388900235489499
219,-0.09057418320475893,-0.1387757680583227
220,-0.09041652286132311,-0.13870023194649303
221,-0.0901221065027152,-0.13861393567414804
222,-0.08992761096994936,-0.13854483845956983
223,-0.08962860812862332,-0.13840029112845081
224,-0.08942925379072797,-0.1383392129745564
225,-0.08923323898556175,-0.13822812856020497
226,-0.08896624119395317,-0.13811885004691904
227,-0.08888078928781096,-0.1381079501440593
228,-0.08872469838143025,-0.13806371631736528
229,-0.08863022400381596,-0.1380138712980748
230,-0.08848463184303222,-0.13793505661585836
231,-0.08831696723416746,-0.13785602694541982
232,-0.08801381505925736,-0.13761830371884906
233,-0.087775769439807,-0.13753165271593762
234,-0.08760601941458135,-0.13745554688531944
235,-0.08749323493799076,-0.13738657866367449
236,-0.08721414746459236,-0.13722513325829958
237,-0.08706910711501065,-0.13715790644125353
238,-0.08683418603691201,-0.13708988416778575
239,-0.08657014795993248,-0.1369132390951094
240,-0.08600430498734131,-0.13656808625396266
241,-0.08584116236378146,-0.13646963239765872
242,-0.08551783683129081,-0.13634457374887174
243,-0.08540457220729067,-0.13628107697747888
244,-0.08508996815834373,-0.13612691967283264
245,-0.084819050357287,-0.13602453153206454
246,-0.08448674535159977,-0.1358584423810926
247,-0.08415573746055625,-0.13572306429764552
248,-0.08407214164663902,-0.13571882902967045
249,-0.08392908638410876,-0.13561792430763472
250,-0.08378393853883834,-0.1355699389364653
251,-0.08368317924662434,-0.13553754021139705
252,-0.08357192837519263,-0.1354718505601389
253,-0.08342543325062377,-0.13540505371953704
254,-0.0831855602044654,-0.13532561557147654
255,-0.08309805871385852,-0.13529431328634092
256,-0.08293144039636384,-0.13523188070664738
257,-0.0827853609217913,-0.1351547536819743
258,-0.08252040554826814,-0.13507163923531612
259,-0.0824024827777574,-0.13503739161153797
260,-0.08212481424744991,-0.13490316371507904
261,-0.0819440494973215,-0.13486640072910247
262,-0.08180394678304102,-0.1348713132099771
263,-0.08148598170222719,-0.13475206999259753
264,-0.08122642977865635,-0.13462219560763583
265,-0.08114642432074191,-0.13460829661907803
266,-0.08091124525299039,-0.13457614513046517
267,-0.08077002458354737,-0.13453704952227896
268,-0.08059606789370367,-0.13444644273608114
269,-0.08045843758026344,-0.1343681655244199
270,-0.08011766191430615,-0.13424732064478578
271,-0.07993580070815293,-0.1341724617458557
272,-0.07963188889704263,-0.13406843969459978
273,-0.07922200066962648,-0.13400376048798543
274,-0.07899898294745726,-0.13395415195573926
275,-0.07875128421516107,-0.1338879678315703
276,-0.07865020243588097,-0.1339127022265212
277,-0.07852332169131136,-0.13389183761956786
278,-0.07827912731846702,-0.13381659174183802
279,-0.07799808342353416,-0.13369620908688137
280,-0.07770286443045057,-0.13357609516720237
281,-0.07758906949438614,-0.13350113952357234
282,-0.07748160963757614,-0.13345239094421452
283,-0.07728755842032362,-0.13341496149474946
284,-0.07712295385539737,-0.13332999814938137
285,-0.07694929815348206,-0.13321893523385214
286,-0.07684953498798341,-0.1331791839115886
287,-0.07676968719041241,-0.1331655751571306
288,-0.0765910078566449,-0.13312186805158066
289,-0.07641598337629339,-0.1330753338509103
290,-0.0762997733704227,-0.1330737859357113
291,-0.07617211149051516,-0.13301868445439086
292,-0.07604578972352682,-0.13300175413190163
293,-0.0759357714693256,-0.13294612592943708
294,-0.07566724007255815,-0.1328347405315747
295,-0.0754991168154216,-0.13274022095973495
296,-0.07536415956144052,-0.13271430412956256
297,-0.07508793147336171,-0.13263121118172663
298,-0.07475526098233287,-0.1325224593895848
299,-0.07452256148180084,-0.13242083445700512
300,-0.07436295904958905,-0.1324095045777012
301,-0.07404910747046305,-0.13225651895886537
302,-0.07389151162444045,-0.13221670314013517
303,-0.07354701660765392,-0.13213373918523247
304,-0.07339407890814192,-0.13205289286431732
305,-0.07326351464463932,-0.1319963294630867
306,-0.07308328737295443,-0.13189957401373723
307,-0.0730036187348646,-0.13185515744705442
308,-0.07290844921846334,-0.13180324854083195
309,-0.0728543932198026,-0.13178939254991853
310,-0.07268071601874954,-0.13168972401015983
311,-0.07259006848765319,-0.13162321740365776
312,-0.07251146047369193,-0.1315721254526792
313,-0.07239995161260733,-0.1315294502905953
314,-0.07214727224673442,-0.13146678122385744
315,-0.07193624387704557,-0.13138346253838828
316,-0.07170539330235928,-0.13127659189318971
317,-0.07152015673158069,-0.13118417920592637
318,-0.07130658429725911,-0.13107291205158617
319,-0.07114243838060468,-0.13097129786841757
320,-0.07094949078575621,-0.13086402949500814
321,-0.07080447910169149,-0.13081647410028288
322,-0.0706782074993579,-0.13076569388222636
323,-0.07057206625632935,-0.1307262112952404
324,-0.07045819249009319,-0.13068013931924755
325,-0.07039398173203934,-0.13062947734471314
326,-0.07028325400629265,-0.13058773738139529
327,-0.07022610213179717,-0.13058186820293238
328,-0.07019365993294563,-0.13056827019788547
329,-0.06997419673488295,-0.1304215514857234
330,-0.06992085020776767,-0.13042643171836474
331,-0.06976506028931533,-0.13034140387653004
332,-0.06961336953979233,-0.1303024587600993
333,-0.06953145782499817,-0.13023703784411875
334,-0.06941126331226609,-0.13022600894832578
335,-0.06925573138346665,-0.13016457606386492
336,-0.06916906119285242,-0.1301506878247182
337,-0.06907781168589931,-0.13011302188820886
338,-0.0689432414163976,-0.13008827674384688
339,-0.0688877306427497,-0.13005308317189151
340,-0.0687701661912013,-0.13004528984884092
341,-0.0686701665351875,-0.1300180185928694
342,-0.06839901224361562,-0.12994442812444962
343,-0.06829640402555588,-0.12989772193320162
344,-0.06819125174286343,-0.12987838374262503
345,-0.06807391661545094,-0.12984221197425921
346,-0.06796123963454906,-0.1298134572995553
347,-0.06774045782270492,-0.129795280045378
348,-0.06767324435174653,-0.1297741359537359
349,-0.06748221018015704,-0.1297107681752763
350,-0.06739592697402216,-0.12968171251706145
351,-0.06731845124798194,-0.12964096149956522
352,-0.067114410098059,-0.12950736781836145
353,-0.06693358085051736,-0.12944536521511205
354,-0.06675288776418141,-0.12938214792840788
355,-0.06669870993707346,-0.12938604996463873
356,-0.06645837824264328,-0.12929624938427373
357,-0.06633362591271007,-0.12929720608186202
358,-0.06626703591674617,-0.12926654876139265
359,-0.06623999000146767,-0.12924862949308186
360,-0.06613813425322888,-0.12918758358742075
361,-0.06603528237827475,-0.12914009268916213
362,-0.06590277602599619,-0.1290661474901759
363,-0.06581209982938284,-0.12901389460279808
364,-0.06574277227654657,-0.12895742794626738
365,-0.06548418064779482,-0.12877906296781438
366,-0.06537823289700595,-0.1287685822919877
367,-0.06530879784848095,-0.12874118204308296
368,-0.06522537402766566,-0.12872396148649393
369,-0.06504349848875395,-0.12871411502592242
370,-0.06501025365542673,-0.1286875854793171
371,-0.06483317959061055,-0.12869289568840261
372,-0.0646751179299369,-0.12861633838251804
373,-0.06454908998449768,-0.1286136725285642
374,-0.06439689758842738,-0.12855319634169163
375,-0.06423735965362883,-0.12847492987944148
376,-0.06411556703832465,-0.12842963186104814
377,-0.0640049969729214,-0.12840723008830685
378,-0.06374652000623762,-0.12839535198903662
379,-0.06362919204520437,-0.12835056994237629
380,-0.0635320732736479,-0.12831479590222128
381,-0.06341620725398106,-0.12828856733912689
382,-0.06337273599746826,-0.12830795927675898
383,-0.06326823585528729,-0.12826067261731133
384,-0.0629994679680047,-0.12814039745646574
385,-0.06292800483415278,-0.12812929331479503
386,-0.06282737453676525,-0.1281140721486714
387,-0.06272211475838409,-0.12804555540229284
388,-0.06253190472040801,-0.12800525586006295
389,-0.06243261453593968,-0.12800193429203174
390,-0.06232545566705805,-0.12799315202315956
391,-0.062124818547277465,-0.1279637523837894
392,-0.06203140479379174,-0.12796760067296473
393,-0.06199564456134879,-0.12795657177717176
394,-0.06190470320870331,-0.12795736723359347
395,-0.06173134132833712,-0.12785390415171496
396,-0.06159912879760769,-0.12784659455216404
397,-0.06150525639585015,-0.12780269395721425
398,-0.061473889153885665,-0.1278123791766192
399,-0.06141346224407426,-0.12778638710056908
400,-0.061283499956428414,-0.1277551600613112
401,-0.0612245636535004,-0.12772476072670835
402,-0.061138875256843035,-0.1277344781943466
403,-0.060946422142162615,-0.12763279951471138
404,-0.06091389394676011,-0.12764100131538395
405,-0.060815671552799586,-0.12758729725750703
406,-0.06076251135154473,-0.12756211138728976
407,-0.06066193838519116,-0.1275783644968794
408,-0.06049693250302708,-0.12748869290944764
409,-0.060337674057019154,-0.12742688379559813
410,-0.06023811155013943,-0.1273968284421506
411,-0.060174180280876205,-0.1273702451484898
412,-0.060094138991065534,-0.1273045124995872
413,-0.06001237777023556,-0.12728221822095698
414,-0.05983590568127614,-0.1272333728968992
415,-0.05963283199255155,-0.12714218564250176
416,-0.05958273900161444,-0.1271271257175447
417,-0.05952762954520437,-0.12714193840604637
418,-0.059405854845848316,-0.1271470981233764
419,-0.059296327488625525,-0.12712275070722526
420,-0.05916892359837088,-0.12707906510049755
421,-0.05910222610671828,-0.12708165570857366
422,-0.058946547267144274,-0.12709358755489938
423,-0.05890357765717876,-0.12709978996510654
424,-0.05876557469201769,-0.12705943667582115
425,-0.0587337201362644,-0.12707843088524237
426,-0.05858799539746459,-0.12705479293022412
427,-0.05850539929345234,-0.12701914788300236
428,-0.05845219609392199,-0.12698786709668897
429,-0.05834541704314045,-0.12695588759865378
430,-0.058196162862561455,-0.12687845959046978
431,-0.05800857930257944,-0.12680868516299204
432,-0.05794376656866882,-0.12681121127460154
433,-0.05785495363065972,-0.12676885859485074
434,-0.05768531110112277,-0.12673348228290662
435,-0.057455872303148164,-0.12670788793506738
436,-0.057387533710647975,-0.12667691888167598
437,-0.057164032257879575,-0.12659330996210705
438,-0.05698729501288802,-0.12651313010468035
439,-0.05686119540365634,-0.1264181913058075
440,-0.05666638455020364,-0.1263614129163548
441,-0.05657647873935936,-0.12634545004086495
442,-0.056464722638190724,-0.1263140510110294
443,-0.05642093964418067,-0.12630076473890453
444,-0.05637998378678359,-0.12629014432073354
445,-0.05632760113767704,-0.12630636518208987
446,-0.056246592386668015,-0.12627184882303408
447,-0.05619345368455089,-0.12623618227699013
448,-0.05610771154004917,-0.1262414172401979
449,-0.05605740714092427,-0.12622847494922837
450,-0.055987613773436924,-0.12620026849449079
451,-0.055942003352718865,-0.12619351786431732
452,-0.0558784913166416,-0.12614927328821218
453,-0.05566647040342702,-0.12606008542428013
454,-0.05549415123124129,-0.12600337153129404
455,-0.0554603330875743,-0.12601072412848935
456,-0.0551151572647593,-0.1259455396995531
457,-0.055052462195916196,-0.1259445722525537
458,-0.05488215319310927,-0.12587156225233356
459,-0.05477118181046819,-0.12580749576215217
460,-0.05469257737969656,-0.1257846102659112
461,-0.05461590428813202,-0.12573591543360887
462,-0.05453827090174837,-0.12574289180141554
463,-0.054428363726425476,-0.1257813854425799
464,-0.05424280466858076,-0.1257536412125198
465,-0.05415851729906619,-0.12570044237696482
466,-0.0540680919257265,-0.1256289802919437
467,-0.05397056825374257,-0.12562855031549952
468,-0.05390040223453438,-0.12557341658594576
469,-0.053816774171910546,-0.12555202525784828
470,-0.053758468510356275,-0.12552502273715438
471,-0.05367897186536839,-0.12548287429621455
472,-0.05355998130434982,-0.1254362863484887
473,-0.05344545898079181,-0.1253755736745718
474,-0.05333013402275813,-0.1253440349023919
475,-0.05325163350448558,-0.12529872613458745
476,-0.05309057271409701,-0.12526589743307504
477,-0.052993092040388566,-0.1252551910196152
478,-0.05288585434133522,-0.12524147477104614
479,-0.052830841631044984,-0.1252015084605605
480,-0.05279478041067366,-0.1252064961873129
481,-0.05267682897464592,-0.12520241141109326
482,-0.05254638653959052,-0.1251795796619078
483,-0.052478728753118806,-0.1251664653803606
484,-0.05242354046653702,-0.12516252034648534
485,-0.05239927868959602,-0.1251477614050392
486,-0.05234037821856425,-0.12512211331014442
487,-0.052307885855057974,-0.12512525213818687
488,-0.05212749017346078,-0.12508338318193576
489,-0.052090106756118366,-0.12505315583791057
490,-0.051994403344463196,-0.12496726804318752
491,-0.051811553177973875,-0.12494665067268955
492,-0.05171512954520437,-0.12490092267785202
493,-0.05166865199259742,-0.12489992298261932
494,-0.05158242611749651,-0.12486410594481992
495,-0.051438363978682025,-0.12488506729647322
496,-0.05139290763511778,-0.12489493525586694
497,-0.05123744737011081,-0.1248449074965877
498,-0.05115104591871835,-0.12479226763041014
499,-0.05111353708973912,-0.1247762940055092
500,-0.051067156283252,-0.12474255160405293
501,-0.051011570262622,-0.12474889375660443
502,-0.050983893705969764,-0.12473301687640344
503,-0.050831593814210756,-0.12477270370220038
504,-0.050776613352627134,-0.12475922394067564
505,-0.05070437266662692,-0.12475420396568994
506,-0.050645837680936744,-0.12475579487853337
507,-0.05048275238841088,-0.12468831007562081
508,-0.050433806018153296,-0.12466909012856639
509,-0.0503958457072815,-0.12466247924073727
510,-0.05030443853998496,-0.1246249745453945
511,-0.050235831208263006,-0.12458860928762878
512,-0.05017548312862332,-0.12459289830265939
513,-0.050050211236194686,-0.12463588519766533
514,-0.04990911239519887,-0.12463127370030161
515,-0.04987761257521832,-0.12462453381953922
516,-0.04979484089491451,-0.1246075604994056
517,-0.04974000017772621,-0.12457836509884643
518,-0.049653312071163865,-0.12452152221292709
519,-0.049529795941650766,-0.12446738817860602
520,-0.04947568261195604,-0.12441098601854196
521,-0.049387994795488735,-0.1243952058830409
522,-0.04932245109089491,-0.12435880837704187
523,-0.04916578687417443,-0.12436406483907185
524,-0.04902744708918874,-0.12434860718590393
525,-0.048934757140006974,-0.12430889886128478
526,-0.04883332062495414,-0.12427870376549291
527,-0.04877316603755412,-0.12422986919084625
528,-0.048726781647877374,-0.12419167653319281
529,-0.04864101083785866,-0.12421624968697714
530,-0.048464158930799146,-0.12419679325287844
531,-0.04838125467247927,-0.1242193885150196
532,-0.048318093788985106,-0.12419816917749978
533,-0.04826666068512879,-0.12418725852522895
534,-0.04818403233240992,-0.12415880483403598
535,-0.04815671051153042,-0.12414756095002091
536,-0.048079539356608206,-0.12412097765636007
537,-0.047985018397528806,-0.12410526201732565
538,-0.047943879797460925,-0.12410562749730318
539,-0.047846524535389304,-0.12409928534475168
540,-0.04781431882705291,-0.124099113354174
541,-0.047687434499293684,-0.12407177760173586
542,-0.04759641789966611,-0.12407602361912205
543,-0.04755939280128605,-0.12410095150347283
544,-0.04752260419342115,-0.12405627695092353
545,-0.04746321999179019,-0.1240148702193499
546,-0.04730593230007522,-0.12401635363808229
547,-0.047262891026317234,-0.12400483026937852
548,-0.047202546529867176,-0.12395073923270188
549,-0.047113239111690026,-0.12395252363494519
550,-0.047070935974994496,-0.12392207055328681
551,-0.04700949502251963,-0.12390890252468409
552,-0.0468434930136402,-0.1239013994357333
553,-0.04671286425272437,-0.12384721165435673
554,-0.046650602749825715,-0.1238236811934495
555,-0.0465251051164508,-0.12383132402474463
556,-0.04647998559271116,-0.12382131632300657
557,-0.046342896340904084,-0.12385548870090701
558,-0.0462805237591271,-0.12383304393052132
559,-0.046250116811981726,-0.12381582337393228
560,-0.04617550405445072,-0.1238037410358511
561,-0.04606875008599655,-0.12380318206647367
562,-0.04596468350976003,-0.12376934292031745
563,-0.04585599103571953,-0.12373720218111571
564,-0.04570737824608315,-0.12373382686602898
565,-0.045624104919232036,-0.12374105047029103
566,-0.04555972575126587,-0.12370066493277232
567,-0.04548055517653372,-0.12367955308936356
568,-0.04543169838601673,-0.12365298054511381
569,-0.045415523868056064,-0.12366539611493924
570,-0.04530939337459639,-0.12359309557585198
571,-0.0452710998270896,-0.12360146936710219
572,-0.045210468675469656,-0.12358207742947011
573,-0.04509977319842959,-0.1235623952577382
574,-0.04501575815132641,-0.12353444678886712
575,-0.04493530479470904,-0.12349468471719245
576,-0.04489365021533536,-0.12346952034579738
577,-0.04476476288457658,-0.12346388765437874
578,-0.04466328337124826,-0.1234307364705332
579,-0.044589974894740224,-0.12341747169723054
580,-0.04452579280220335,-0.12336720745090701
581,-0.04446956897382036,-0.12334588061927615
582,-0.044349621701172307,-0.12330502210766886
583,-0.04423307845866662,-0.12329118761557767
584,-0.044149837380522125,-0.12328559792180345
585,-0.04408344445998753,-0.12327733162466427
586,-0.04399540549093711,-0.123258229921132
587,-0.04397326496225325,-0.12327770785405293
588,-0.04385200624220298,-0.12324353547615248
589,-0.04373739433890438,-0.12317009549948815
590,-0.043697481189687755,-0.12317165416409827
591,-0.04364820516598481,-0.12314205028591714
592,-0.043607525214188744,-0.12311618720280028
593,-0.04354569011085529,-0.12312921548905864
594,-0.04350317198278234,-0.12312357204822891
595,-0.04345637194310927,-0.12312668937744915
596,-0.04332666406192669,-0.12312426001053958
597,-0.04325493218885301,-0.12314256625765015
598,-0.04319301825534784,-0.1231621516846821
599,-0.043116423993955016,-0.12312779656679289
600,-0.043045337095013576,-0.12315086480302263
601,-0.04299661288251266,-0.12310923233381582
602,-0.04294859455836758,-0.12313168785361263
603,-0.04284065813733764,-0.12313074190543545
604,-0.04278901720848316,-0.12313840623555279
605,-0.0427348680468922,-0.1231202934778421
606,-0.04267422256251376,-0.12313432145933317
607,-0.04264547821535371,-0.12316537650801339
608,-0.04255320749935789,-0.12318930469713148
609,-0.042499624481727456,-0.12318616586908902
610,-0.04240670162522015,-0.12319217478989632
611,-0.042322575499238645,-0.12311595071575598
612,-0.04221167936357966,-0.1230373080241172
613,-0.042091187446108826,-0.12298109935345303
614,-0.0420208780993157,-0.12297914296063205
615,-0.041956549096004256,-0.12296357781335307
616,-0.04192003281055075,-0.12297064017644857
617,-0.041823501682092534,-0.12294475559450951
618,-0.04176037663049461,-0.12293151232002907
619,-0.04172521837390842,-0.12293686552675898
620,-0.04168500781995303,-0.12295888032070051
621,-0.04166239431023886,-0.12294834589781833
622,-0.04160921977622551,-0.12289773767033947
623,-0.04156789126710758,-0.1228885039262009
624,-0.041511316286141485,-0.12289442685171935
625,-0.041471381637787116,-0.12286355454302791
626,-0.04144729902032729,-0.12287383098004359
627,-0.04138320292434138,-0.12285800784689811
628,-0.0413417597531555,-0.1228481398875044
629,-0.04127044711326778,-0.12287406746708789
630,-0.041209568721563804,-0.12285762086809836
631,-0.04118684054978168,-0.12284153974908639
632,-0.04116105591725068,-0.12283032811330465
633,-0.04109395352517062,-0.12284047555738706
634,-0.04102190633141007,-0.12285799709748702
